"Make","Model","Vehicle Class","Engine Size(L)","Cylinders","Transmission","Fuel Type","Fuel Consumption City (L/100 km)","Fuel Consumption Hwy (L/100 km)","Fuel Consumption Comb (L/100 km)","Fuel Consumption Comb (mpg)","CO2 Emissions(g/km)","Date"
"CHEVROLET","Silverado","PICKUP TRUCK - STANDARD","4.3","6","A6","X","15.1","11.5","13.5","21","318","10/21/2019"
"CHEVROLET","Silverado","PICKUP TRUCK - STANDARD","5.3","8","A6","X","15.9","11.4","13.9","20","326","9/9/2015"
"CHEVROLET","Silverado FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","X","16","12.6","14.4","20","339","9/21/2016"
"CHEVROLET","Silverado FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","E","22.2","16.2","19.5","14","326","9/15/2013"
"CHEVROLET","Silverado","PICKUP TRUCK - STANDARD","5.3","8","A8","X","13.9","10.1","12.2","23","286","9/8/2013"
"CHEVROLET","Silverado 4WD","PICKUP TRUCK - STANDARD","2.7","4","A8","X","12.5","10.8","11.7","24","275","4/16/2019"
"CHEVROLET","Silverado WT 4WD","PICKUP TRUCK - STANDARD","2.7","4","A8","X","12.7","11","12","24","280","9/29/2015"
"CHEVROLET","Silverado 4WD","PICKUP TRUCK - STANDARD","3","6","A10","D","10.4","8","9.4","30","252","6/19/2019"
"CHEVROLET","Silverado 4WD","PICKUP TRUCK - STANDARD","4.3","6","A6","X","15.7","12","14.1","20","331","5/6/2015"
"CHEVROLET","Silverado 4WD Custom Trail Boss","PICKUP TRUCK - STANDARD","4.3","6","A6","X","16.3","12.9","14.8","19","349","5/12/2019"
"CHEVROLET","Silverado 4WD","PICKUP TRUCK - STANDARD","5.3","8","A6","X","15.9","11.8","14.1","20","331","5/30/2017"
"CHEVROLET","Silverado 4WD FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","X","16.6","13","15","19","350","5/25/2014"
"CHEVROLET","Silverado 4WD FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","E","22.3","18.1","20.5","14","342","4/14/2013"
"CHEVROLET","Silverado 4WD Custom Trail Boss","PICKUP TRUCK - STANDARD","5.3","8","A6","X","16.7","13.1","15.1","19","354","1/19/2015"
"CHEVROLET","Silverado 4WD","PICKUP TRUCK - STANDARD","5.3","8","A8","X","14.7","10.7","12.9","22","303","4/13/2016"
"CHEVROLET","Silverado 4WD","PICKUP TRUCK - STANDARD","5.3","8","A10","X","14.3","10.6","12.6","22","296","9/9/2011"
"CHEVROLET","Silverado 4WD LT Trail Boss","PICKUP TRUCK - STANDARD","5.3","8","A10","X","14.7","11.2","13.1","22","307","10/11/2017"
"CHEVROLET","Silverado 4WD","PICKUP TRUCK - STANDARD","6.2","8","A10","Z","15","12","13.7","21","321","12/16/2011"
"CHEVROLET","Silverado 4WD Custom Trail Boss","PICKUP TRUCK - STANDARD","6.2","8","A10","Z","16.8","13.3","15.2","19","357","7/29/2019"
"CHEVROLET","Silverado 4WD LT Trail Boss","PICKUP TRUCK - STANDARD","6.2","8","A10","Z","15.7","12.4","14.2","20","332","6/22/2017"
"CHEVROLET","Spark","SUBCOMPACT","1.4","4","AV","X","7.9","6.2","7.1","40","167","6/21/2015"
"CHEVROLET","Spark","SUBCOMPACT","1.4","4","M5","X","8","6.2","7.2","39","170","9/18/2013"
"CHEVROLET","Suburban","SUV - STANDARD","5.3","8","A6","X","15.7","10.5","13.4","21","314","7/5/2020"
"CHEVROLET","Suburban FFV","SUV - STANDARD","5.3","8","A6","X","15.7","10.5","13.4","21","314","7/5/2015"
"CHEVROLET","Suburban FFV","SUV - STANDARD","5.3","8","A6","E","21.2","13.9","17.9","16","298","11/25/2014"
"CHEVROLET","Suburban 4WD","SUV - STANDARD","5.3","8","A6","X","16.8","11.3","14.4","20","337","5/13/2020"
"CHEVROLET","Suburban 4WD FFV","SUV - STANDARD","5.3","8","A6","X","16.8","11.3","14.4","20","337","11/22/2016"
"CHEVROLET","Suburban 4WD FFV","SUV - STANDARD","5.3","8","A6","E","22.2","15.3","19.1","15","319","5/8/2020"
"CHEVROLET","Suburban 4WD","SUV - STANDARD","6.2","8","A10","Z","17.2","11.4","14.6","19","343","2/23/2020"
"CHEVROLET","Tahoe","SUV - STANDARD","5.3","8","A6","X","15.7","10.5","13.4","21","314","5/3/2020"
"CHEVROLET","Tahoe FFV","SUV - STANDARD","5.3","8","A6","X","15.7","10.5","13.4","21","314","10/13/2011"
"CHEVROLET","Tahoe FFV","SUV - STANDARD","5.3","8","A6","E","21.2","13.9","17.9","16","298","7/15/2012"
"CHEVROLET","Tahoe 4WD","SUV - STANDARD","5.3","8","A6","X","16","11.2","13.8","20","325","1/16/2021"
"CHEVROLET","Tahoe 4WD FFV","SUV - STANDARD","5.3","8","A6","X","16","11.2","13.8","20","325","8/8/2015"
"CHEVROLET","Tahoe 4WD FFV","SUV - STANDARD","5.3","8","A6","E","21.7","14.3","18.4","15","305","1/15/2015"
"CHEVROLET","Tahoe 4WD","SUV - STANDARD","6.2","8","A10","Z","16.5","10.9","13.9","20","327","3/25/2014"
"CHEVROLET","Traverse","SUV - STANDARD","3.6","6","A9","X","13","8.8","11.1","25","261","2/17/2019"
"CHEVROLET","Traverse AWD","SUV - STANDARD","3.6","6","A9","X","13.6","9.6","11.8","24","276","7/19/2018"
"CHEVROLET","Trax","SUV - SMALL","1.4","4","AS6","X","9.1","7.6","8.4","34","196","6/13/2016"
"CHEVROLET","Trax AWD","SUV - SMALL","1.4","4","AS6","X","10","8","9.1","31","214","8/30/2013"
"CHRYSLER","300","FULL-SIZE","3.6","6","A8","X","12.4","7.8","10.3","27","242","7/20/2011"
"CHRYSLER","300","FULL-SIZE","5.7","8","A8","X","14.7","9.4","12.3","23","289","7/26/2020"
"CHRYSLER","300 AWD","FULL-SIZE","3.6","6","A8","X","12.8","8.7","11","26","258","1/16/2014"
"CHRYSLER","Pacifica (Stop-Start)","MINIVAN","3.6","6","A9","X","12.4","8.4","10.6","27","249","11/10/2019"
"CHRYSLER","Voyager (Stop-Start)","MINIVAN","3.6","6","A9","X","12.4","8.4","10.6","27","249","8/3/2013"
"DODGE","Challenger","MID-SIZE","3.6","6","A8","X","12.4","7.8","10.3","27","242","12/8/2011"
"DODGE","Challenger (MDS)","MID-SIZE","5.7","8","A8","X","14.7","9.4","12.3","23","289","9/30/2012"
"DODGE","Challenger","MID-SIZE","5.7","8","M6","Z","15.6","10.1","13.1","22","307","7/23/2016"
"DODGE","Challenger (MDS)","MID-SIZE","6.4","8","A8","Z","15.8","9.6","13","22","305","1/15/2015"
"DODGE","Challenger","MID-SIZE","6.4","8","M6","Z","16.7","10.4","13.9","20","325","10/16/2014"
"DODGE","Challenger AWD","MID-SIZE","3.6","6","A8","X","12.8","8.7","11","26","258","11/15/2014"
"DODGE","Challenger Widebody (MDS)","MID-SIZE","6.4","8","A8","Z","15.8","9.6","13","22","305","8/16/2017"
"DODGE","Challenger Widebody (MDS)","MID-SIZE","6.4","8","M6","Z","16.7","10.4","13.9","20","325","4/10/2012"
"DODGE","Challenger SRT Hellcat","MID-SIZE","6.2","8","A8","Z","17.6","10.7","14.5","19","339","12/10/2016"
"DODGE","Challenger SRT Hellcat","MID-SIZE","6.2","8","M6","Z","18.1","11.4","15.1","19","352","3/27/2018"
"DODGE","Challenger SRT Hellcat Widebody","MID-SIZE","6.2","8","A8","Z","18.6","11.2","15.3","18","358","11/28/2012"
"DODGE","Challenger SRT Hellcat Widebody","MID-SIZE","6.2","8","M6","Z","18.1","11.4","15.1","19","352","9/9/2014"
"DODGE","Charger","FULL-SIZE","3.6","6","A5","X","13.7","9","11.6","24","271","7/6/2013"
"DODGE","Charger","FULL-SIZE","3.6","6","A8","X","12.4","7.8","10.3","27","242","12/6/2012"
"DODGE","Charger (MDS)","FULL-SIZE","5.7","8","A8","X","14.7","9.4","12.3","23","289","3/11/2013"
"DODGE","Charger (MDS)","FULL-SIZE","6.4","8","A8","Z","15.8","9.6","13","22","305","1/30/2016"
"DODGE","Charger AWD","FULL-SIZE","3.6","6","A8","X","12.8","8.7","11","26","258","2/13/2014"
"DODGE","Charger Widebody (MDS)","FULL-SIZE","6.4","8","A8","Z","15.8","9.6","13","22","305","12/14/2018"
"DODGE","Charger SRT Hellcat Widebody","FULL-SIZE","6.2","8","A8","Z","19","11.5","15.6","18","368","6/6/2012"
"DODGE","Durango AWD","SUV - STANDARD","3.6","6","A8","X","12.7","9.6","11.3","25","265","7/31/2014"
"DODGE","Durango AWD","SUV - STANDARD","5.7","8","A8","X","16.7","10.9","14.1","20","331","3/28/2018"
"DODGE","Durango AWD SRT","SUV - STANDARD","6.4","8","A8","Z","18.3","12.2","15.6","18","363","8/16/2019"
"DODGE","Grand Caravan","MINIVAN","3.6","6","A6","X","13.7","9.4","11.8","24","276","4/2/2021"
"DODGE","Journey","SUV - SMALL","2.4","4","A4","X","12.7","9.2","11.1","25","261","1/27/2015"
"FIAT","124 Spider","TWO-SEATER","1.4","4","A6","X","9.3","6.5","8","35","187","1/28/2019"
"FIAT","124 Spider","TWO-SEATER","1.4","4","M6","X","9","6.7","7.9","36","185","11/14/2019"
"FIAT","500L","STATION WAGON - SMALL","1.4","4","A6","X","10.7","7.9","9.4","30","221","11/8/2012"
"FIAT","500X AWD","SUV - SMALL","1.3","4","A9","X","10","7.9","9.1","31","213","12/11/2018"
"FORD","EcoSport","SUV - SMALL","1","3","AS6","X","8.6","8.1","8.4","34","197","12/31/2014"
"FORD","EcoSport AWD","SUV - SMALL","2","4","AS6","X","10.2","8.1","9.2","31","216","11/21/2020"
"FORD","Edge","SUV - SMALL","2","4","A8","X","11.2","8.1","9.8","29","229","1/19/2019"
"FORD","Edge AWD","SUV - SMALL","2","4","A8","X","11.4","8.3","10","28","233","11/25/2014"
"FORD","Edge AWD","SUV - SMALL","2","4","AS8","X","11.4","8.3","10","28","233","6/14/2014"
"FORD","Edge AWD","SUV - SMALL","2.7","6","AS8","X","12.5","9.2","11","26","258","1/21/2018"
"FORD","Escape","SUV - SMALL","1.5","3","A8","X","8.6","7.1","7.9","36","185","12/29/2015"
"FORD","Escape AWD","SUV - SMALL","1.5","3","A8","X","8.9","7.6","8.3","34","196","6/26/2013"
"FORD","Escape AWD","SUV - SMALL","2","4","AS8","X","10.4","7.5","9.1","31","213","10/13/2016"
"FORD","Escape Hybrid","SUV - SMALL","2.5","4","AV","X","5.4","6.3","5.8","49","136","12/9/2014"
"FORD","Escape Hybrid AWD","SUV - SMALL","2.5","4","AV","X","5.5","6.4","5.9","48","139","8/2/2012"
"FORD","Expedition 4X4","SUV - STANDARD","3.5","6","AS10","X","14.1","10.6","12.5","23","294","1/26/2021"
"FORD","Expedition MAX 4X4","SUV - STANDARD","3.5","6","AS10","X","14.7","11.2","13.1","22","308","1/16/2019"
"FORD","Explorer AWD","SUV - STANDARD","2.3","4","AS10","X","11.6","8.7","10.3","27","241","7/3/2012"
"FORD","Explorer AWD","SUV - STANDARD","3","6","AS10","X","13.3","9.8","11.8","24","278","4/27/2017"
"FORD","Explorer Hybrid AWD","SUV - STANDARD","3.3","6","AS10","X","10.1","9","9.6","29","225","5/14/2015"
"FORD","F-150","PICKUP TRUCK - STANDARD","2.7","6","AS10","X","12","8.9","10.6","27","249","7/19/2016"
"FORD","F-150","PICKUP TRUCK - STANDARD","3","6","AS10","D","11.1","8.3","9.8","29","264","7/28/2020"
"FORD","F-150 (LT Tire Pkg)","PICKUP TRUCK - STANDARD","3","6","AS10","D","11.1","8.3","9.8","29","264","2/7/2019"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","3.3","6","AS6","X","12.1","9.3","10.8","26","254","10/3/2019"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","3.3","6","AS6","E","16.6","12.6","14.8","19","245","2/6/2012"
"FORD","F-150","PICKUP TRUCK - STANDARD","3.5","6","AS10","X","14.3","10.7","12.7","22","298","5/7/2020"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","5","8","AS10","X","14.3","10.6","12.6","22","297","2/12/2011"
"FORD","F-150 FFV","PICKUP TRUCK - STANDARD","5","8","AS10","E","20","14.8","17.6","16","293","3/2/2013"
"FORD","F-150 FFV (LT Tire Pkg)","PICKUP TRUCK - STANDARD","5","8","AS10","X","14.4","11.2","13","22","305","1/12/2015"
"FORD","F-150 FFV (LT Tire Pkg)","PICKUP TRUCK - STANDARD","5","8","AS10","E","20","14.9","17.7","16","294","8/11/2016"
"FORD","F-150 FFV (Payload Pkg)","PICKUP TRUCK - STANDARD","5","8","AS10","X","15.1","11.8","13.6","21","319","8/6/2018"
"FORD","F-150 FFV (Payload Pkg)","PICKUP TRUCK - STANDARD","5","8","AS10","E","19.9","15.8","18","16","300","10/14/2011"
"FORD","F-150 4X4","PICKUP TRUCK - STANDARD","2.7","6","AS10","X","13.1","10.2","11.8","24","277","9/29/2014"
"FORD","F-150 4X4","PICKUP TRUCK - STANDARD","3","6","AS10","D","11.9","9.4","10.8","26","290","12/26/2014"
"FORD","F-150 4X4 XL/XLT","PICKUP TRUCK - STANDARD","3","6","AS10","D","11.3","8.5","10","28","270","2/2/2020"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","3.3","6","AS6","X","12.9","10.2","11.7","24","274","3/2/2013"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","3.3","6","AS6","E","17.6","13.8","15.9","18","265","3/9/2020"
"FORD","F-150 4X4","PICKUP TRUCK - STANDARD","3.5","6","AS10","X","14.6","10.9","13","22","304","5/14/2016"
"FORD","F-150 4X4 Limited","PICKUP TRUCK - STANDARD","3.5","6","AS10","X","13.8","11.2","12.6","22","296","2/16/2012"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","5","8","AS10","X","15.1","11.6","13.5","21","317","2/5/2013"
"FORD","F-150 FFV 4X4","PICKUP TRUCK - STANDARD","5","8","AS10","E","20.3","14.7","17.8","16","296","4/22/2011"
"FORD","F-150 Raptor 4X4","PICKUP TRUCK - STANDARD","3.5","6","AS10","X","15.3","13.1","14.3","20","336","7/5/2013"
"FORD","Fusion","MID-SIZE","1.5","4","AS6","X","10","7","8.7","32","203","12/15/2018"
"FORD","Fusion Hybrid","MID-SIZE","2","4","AV","X","5.5","5.7","5.6","50","131","8/7/2013"
"FORD","GT","TWO-SEATER","3.5","6","AM7","Z","19.8","12.8","16.6","17","393","9/29/2018"
"FORD","Mustang","SUBCOMPACT","2.3","4","AS10","X","11.2","7.3","9.4","30","221","11/13/2013"
"FORD","Mustang (Performance Pkg)","SUBCOMPACT","2.3","4","AS10","X","11.8","8.4","10.3","27","242","10/11/2012"
"FORD","Mustang","SUBCOMPACT","2.3","4","M6","X","11.2","7.9","9.7","29","226","5/2/2016"
"FORD","Mustang (Performance Pkg)","SUBCOMPACT","2.3","4","M6","X","11.8","8.7","10.4","27","244","9/3/2017"
"FORD","Mustang","SUBCOMPACT","5","8","AS10","X","15","9.1","12.3","23","289","12/16/2015"
"FORD","Mustang","SUBCOMPACT","5","8","M6","X","16.1","9.9","13.3","21","312","11/27/2020"
"FORD","Mustang Bullitt","SUBCOMPACT","5","8","M6","X","16.4","10.2","13.6","21","319","5/11/2015"
"FORD","Mustang Convertible","SUBCOMPACT","2.3","4","AS10","X","11.8","8.4","10.3","27","242","4/18/2016"
"FORD","Mustang Convertible (Performance Pkg)","SUBCOMPACT","2.3","4","AS10","X","11.8","8.7","10.4","27","244","6/12/2011"
"FORD","Mustang Convertible","SUBCOMPACT","2.3","4","M6","X","11.8","8.4","10.3","27","240","11/17/2015"
"FORD","Mustang Convertible (Performance Pkg)","SUBCOMPACT","2.3","4","M6","X","12.1","9.1","10.7","26","252","11/3/2015"
"FORD","Mustang Convertible","SUBCOMPACT","5","8","AS10","X","15.4","9.7","12.9","22","303","9/28/2014"
"FORD","Ranger 4WD","PICKUP TRUCK - STANDARD","2.3","4","AS10","X","11.8","9.8","10.9","26","256","11/17/2017"
"FORD","Shelby GT350 Mustang","SUBCOMPACT","5.2","8","M6","Z","17.1","11.4","14.5","19","342","2/15/2019"
"FORD","Shelby GT500 Mustang","SUBCOMPACT","5.2","8","AM7","Z","19.9","12.7","16.7","17","392","8/18/2019"
"FORD","T-150 Wagon FFV","VAN - PASSENGER","3.5","6","AS10","X","16.2","12.3","14.5","19","340","1/25/2020"
"FORD","T-150 Wagon FFV","VAN - PASSENGER","3.5","6","AS10","E","21.5","16.2","19.1","15","316","4/23/2015"
"FORD","T-150 Wagon FFV 4WD","VAN - PASSENGER","3.5","6","AS10","X","16.7","12.8","15","19","352","12/10/2012"
"FORD","T-150 Wagon FFV 4WD","VAN - PASSENGER","3.5","6","AS10","E","22.1","16.8","19.8","14","328","5/10/2014"
"FORD","Transit Connect Van FFV","SPECIAL PURPOSE VEHICLE","2","4","AS8","X","9.8","8.8","9.3","30","219","12/20/2011"
"FORD","Transit Connect Van FFV","SPECIAL PURPOSE VEHICLE","2","4","AS8","E","13.3","11.8","12.6","22","209","12/23/2014"
"FORD","Transit Connect Van LWB","SPECIAL PURPOSE VEHICLE","2","4","AS8","X","9.8","8.8","9.3","30","219","11/23/2020"
"FORD","Transit Connect Van LWB","SPECIAL PURPOSE VEHICLE","2.5","4","AS6","X","12","8.8","10.6","27","247","2/17/2020"
"FORD","Transit Connect Wagon LWB","SPECIAL PURPOSE VEHICLE","2","4","AS8","X","9.9","8.2","9.2","31","214","3/22/2021"
"FORD","Transit Connect Wagon LWB FFV","SPECIAL PURPOSE VEHICLE","2","4","AS8","X","9.9","8.2","9.2","31","214","6/28/2015"
"FORD","Transit Connect Wagon LWB FFV","SPECIAL PURPOSE VEHICLE","2","4","AS8","E","13.7","11.1","12.5","23","208","12/20/2017"
"FORD","Transit Connect Wagon LWB","SPECIAL PURPOSE VEHICLE","2.5","4","AS6","X","12.1","9","10.7","26","251","10/22/2015"
"GENESIS","G70","COMPACT","2","4","M6","Z","12.8","8.5","10.9","26","255","9/19/2011"
"GENESIS","G70 AWD","COMPACT","2","4","AS8","Z","11.4","8.6","10.2","28","238","10/27/2011"
"GENESIS","G70 AWD","COMPACT","3.3","6","AS8","Z","14.1","9.5","12","24","284","12/22/2014"
"GENESIS","G80 AWD","FULL-SIZE","3.3","6","AS8","Z","13.8","9.7","11.9","24","282","9/10/2011"
"GENESIS","G80 AWD","FULL-SIZE","3.8","6","AS8","X","13.4","9.6","11.7","24","276","4/25/2019"
"GENESIS","G80 AWD","FULL-SIZE","5","8","AS8","Z","15.6","10.4","13.2","21","312","5/17/2016"
"GENESIS","G90 AWD","FULL-SIZE","3.3","6","AS8","Z","13.6","9.5","11.8","24","280","3/25/2019"
"GENESIS","G90 AWD","FULL-SIZE","5","8","AS8","Z","15.4","10.2","13.1","22","311","11/13/2013"
"GMC","Acadia","SUV - STANDARD","2","4","A9","X","11","8.3","9.8","29","225","5/2/2016"
"GMC","Acadia","SUV - STANDARD","2.5","4","A9","X","11.3","8.9","10.2","28","238","12/3/2018"
"GMC","Acadia","SUV - STANDARD","3.6","6","A9","X","12.6","8.8","10.9","26","257","3/28/2018"
"GMC","Acadia AWD","SUV - STANDARD","2","4","A9","X","11.3","8.7","10.1","28","232","9/3/2021"
"GMC","Acadia AWD","SUV - STANDARD","3.6","6","A9","X","13.1","9.4","11.4","25","269","4/14/2011"
"GMC","Canyon","PICKUP TRUCK - SMALL","2.5","4","A6","X","12.1","9.2","10.8","26","252","11/12/2014"
"GMC","Canyon","PICKUP TRUCK - SMALL","2.8","4","A6","D","11.8","7.9","10.1","28","270","11/26/2016"
"GMC","Canyon","PICKUP TRUCK - SMALL","3.6","6","A8","X","13.4","9.6","11.7","24","273","3/13/2019"
"GMC","Canyon 4WD","PICKUP TRUCK - SMALL","2.5","4","A6","X","12.6","9.7","11.3","25","265","7/6/2019"
"GMC","Canyon 4WD","PICKUP TRUCK - SMALL","2.8","4","A6","D","12.3","8.5","10.6","27","284","8/5/2014"
"GMC","Canyon 4WD","PICKUP TRUCK - SMALL","3.6","6","A8","X","14","9.9","12.2","23","286","5/18/2012"
"GMC","Sierra","PICKUP TRUCK - STANDARD","2.7","4","A8","X","11.9","10.3","11.1","25","262","10/20/2015"
"GMC","Sierra WT","PICKUP TRUCK - STANDARD","2.7","4","A8","X","12.5","10.8","11.7","24","275","9/22/2015"
"GMC","Sierra","PICKUP TRUCK - STANDARD","3","6","A10","D","10.2","7.8","9.1","31","245","4/7/2013"
"GMC","Sierra","PICKUP TRUCK - STANDARD","4.3","6","A6","X","15.1","11.5","13.5","21","318","5/7/2013"
"GMC","Sierra","PICKUP TRUCK - STANDARD","5.3","8","A6","X","15.9","11.4","13.9","20","326","4/12/2019"
"GMC","Sierra FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","X","16","12.6","14.4","20","339","9/1/2012"
"GMC","Sierra FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","E","22.2","16.2","19.5","14","326","12/21/2018"
"GMC","Sierra","PICKUP TRUCK - STANDARD","5.3","8","A8","X","14","10.1","12.2","23","288","7/20/2020"
"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD","2.7","4","A8","X","12.5","10.8","11.7","24","275","10/12/2014"
"GMC","Sierra WT 4WD","PICKUP TRUCK - STANDARD","2.7","4","A8","X","12.7","11","12","24","280","3/17/2021"
"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD","3","6","A10","D","10.5","9.1","9.9","29","265","5/18/2019"
"GMC","Sierra 4WD AT4","PICKUP TRUCK - STANDARD","3","6","A10","D","10.5","9.1","9.9","29","265","3/31/2015"
"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD","4.3","6","A6","X","15.7","12","14.1","20","331","12/21/2018"
"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD","5.3","8","A6","X","15.9","11.8","14.1","20","331","6/22/2015"
"GMC","Sierra 4WD FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","X","16.4","12.6","14.7","19","344","1/10/2015"
"GMC","Sierra 4WD FFV","PICKUP TRUCK - STANDARD","5.3","8","A6","E","21.8","16.8","19.5","14","325","8/11/2014"
"GMC","Sierra 4WD AT4","PICKUP TRUCK - STANDARD","5.3","8","A6","X","16.7","13.1","15.1","19","354","11/29/2019"
"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD","5.3","8","A8","X","14.7","10.8","13","22","304","9/6/2015"
"GMC","Sierra 4WD AT4","PICKUP TRUCK - STANDARD","5.3","8","A8","X","15.1","11.4","13.4","21","314","9/12/2011"
"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD","5.3","8","A10","X","14.3","10.6","12.7","22","298","11/24/2016"
"GMC","Sierra 4WD AT4","PICKUP TRUCK - STANDARD","5.3","8","A10","X","14.7","11.2","13.1","22","307","1/15/2012"
"GMC","Sierra 4WD","PICKUP TRUCK - STANDARD","6.2","8","A10","Z","15.5","11.9","13.9","20","326","2/25/2015"
"GMC","Sierra 4WD AT4","PICKUP TRUCK - STANDARD","6.2","8","A10","Z","15.7","12.4","14.2","20","332","10/9/2017"
"GMC","Terrain","SUV - SMALL","1.5","4","A9","X","9.2","7.8","8.6","33","202","6/19/2018"
"GMC","Terrain AWD","SUV - SMALL","1.5","4","A9","X","9.5","8.3","9","31","210","3/30/2021"
"GMC","Terrain AWD","SUV - SMALL","2","4","A9","Z","11.2","9","10.2","28","239","6/21/2016"
"GMC","Yukon","SUV - STANDARD","5.3","8","A6","X","15.7","10.5","13.4","21","314","2/22/2015"
"GMC","Yukon FFV","SUV - STANDARD","5.3","8","A6","X","15.7","10.5","13.4","21","314","4/2/2013"
"GMC","Yukon FFV","SUV - STANDARD","5.3","8","A6","E","21.2","13.9","17.9","16","298","2/11/2016"
"GMC","Yukon 4WD","SUV - STANDARD","5.3","8","A6","X","16","11.2","13.8","20","325","7/17/2014"
"GMC","Yukon 4WD FFV","SUV - STANDARD","5.3","8","A6","X","16","11.2","13.8","20","325","9/9/2016"
"GMC","Yukon 4WD FFV","SUV - STANDARD","5.3","8","A6","E","21.7","14.3","18.4","15","305","6/25/2018"
"GMC","Yukon 4WD","SUV - STANDARD","6.2","8","A10","Z","16.5","10.9","13.9","20","327","9/14/2013"
"GMC","Yukon XL","SUV - STANDARD","5.3","8","A6","X","15.7","10.5","13.4","21","314","8/2/2019"
"GMC","Yukon XL FFV","SUV - STANDARD","5.3","8","A6","X","15.7","10.5","13.4","21","314","6/18/2019"
"GMC","Yukon XL FFV","SUV - STANDARD","5.3","8","A6","E","21.2","13.9","17.9","16","298","6/4/2018"
"GMC","Yukon XL 4WD","SUV - STANDARD","5.3","8","A6","X","16.8","11.3","14.4","20","337","8/14/2012"
"GMC","Yukon XL 4WD FFV","SUV - STANDARD","5.3","8","A6","X","16.8","11.3","14.4","20","337","5/21/2013"
"GMC","Yukon XL 4WD FFV","SUV - STANDARD","5.3","8","A6","E","22.2","15.3","19.1","15","319","2/24/2015"
"GMC","Yukon XL 4WD","SUV - STANDARD","6.2","8","A10","Z","17.2","11.4","14.6","19","343","2/11/2014"
"HONDA","Accord","FULL-SIZE","1.5","4","AV","X","7.9","6.3","7.2","39","170","6/21/2011"
"HONDA","Accord","FULL-SIZE","1.5","4","AV7","X","8.2","6.8","7.6","37","177","11/20/2013"
"HONDA","Accord","FULL-SIZE","1.5","4","M6","X","8.9","6.7","7.9","36","185","3/29/2015"
"HONDA","Accord","FULL-SIZE","2","4","M6","X","10.7","7.3","9.2","31","214","10/22/2014"
"HONDA","Accord Sport/Touring","MID-SIZE","2","4","AS10","X","10.4","7.4","9.1","31","211","1/16/2017"
"HONDA","Accord Hybrid","FULL-SIZE","2","4","AV","X","5","5","5","56","117","7/10/2015"
"HONDA","Civic Coupe","COMPACT","1.5","4","AV7","X","7.8","6.4","7.2","39","167","10/31/2014"
"HONDA","Civic Coupe","COMPACT","2","4","AV","X","7.8","6.1","7.1","40","164","7/11/2011"
"HONDA","Civic Coupe","COMPACT","2","4","AV7","X","8.3","6.6","7.5","38","176","4/8/2020"
"HONDA","Civic Coupe","COMPACT","2","4","M6","X","9.3","6.7","8.1","35","189","4/7/2019"
"HONDA","Civic Coupe Si","COMPACT","1.5","4","M6","Z","8.9","6.4","7.8","36","183","12/1/2016"
"HONDA","Civic Hatchback","FULL-SIZE","1.5","4","AV","X","7.7","6","6.9","41","162","1/1/2017"
"HONDA","Civic Hatchback","FULL-SIZE","1.5","4","M6","X","8","6.2","7.2","39","167","4/13/2018"
"HONDA","Civic Hatchback Sport","FULL-SIZE","1.5","4","AV7","Z","8","6.6","7.4","38","172","7/11/2014"
